#iID	iAbilityType	sAbilityID	sBookTip	sBookImage	sLink
21145	19	无苦寂灭道	如来九印第三式，佛谓人生有八苦，绝智弃圣，则无苦须断，无道须求。双掌合十推出，不作任何花巧，亦不留情，纯以强劲掌力压制对手。<br>范围：两格内溅射一格敌方<br> [5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage108	70008
21146	19	无无明印	如来九印第八式，无无明亦无无明尽，无明即为烦恼，烦恼由欲望而生，无欲则无无明，自然也就无无明之尽。<br>范围：自身<br>[5E0B08]霸体[-]：对己正面状态，免疫任何伤害，持续1回合。<br>[5E0B08]聚气[-]：对己正面状态，每回合持续恢复气血，持续3回合。	RoutinImage108	70008
21147	24	棒打恶犬	打狗棍法劈字诀中的一式，竹棍拄地，飞身跃起，当头棒喝。<br>范围：两格内单体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage603	70024
21148	24	黄狗撒尿	打狗棍法转字诀中的一式，棍舞八方，在重重棍影之中骤然出击。<br>范围：一格大扇形内全体敌方<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。	RoutinImage603	70024
21149	24	天下无狗	打狗棍法劈字诀中的最后一式，运劲蓄力，飞身一棍，劲力之大，四周敌人非死即伤。<br>范围：周遭一格内全体敌方<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。<br>[5E0B08]天下无狗[-]：对己正面状态，大幅提升暴击率，必定反击，持续2回合。	RoutinImage603	70024
21150	22	荡剑式	独孤九剑第一式，剑花虚挽，诱出对手招式破绽后，紧接反身直刺，善于破解单一名对手。<br>范围：一格内单体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage405	70016
21151	22	撩剑式	独孤九剑第二式，剑花不绝，似退实进，猛地身跃半空，自空中连刺数剑，善于瓦解多名对手组成的战阵。<br>范围：二格内溅射一格敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage405	70016
21152	22	乱剑式	独孤九剑第三式，长剑连环横扫，格开对手兵刃，直取要害，善于突破重重包围。<br>范围：一格大扇形内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]霸体[-]：对己正面状态，免疫所有伤害，持续1回合。	RoutinImage405	70016
21153	24	一醉逍遥	醉棍第一式，从容一饮，状似破绽百出，实则早已觑准对手要害和攻势来路，只待对手出招，手中长棍便能凭直觉因应。<br>范围：两格内单体敌方<br>[5E0B08]一醉逍遥[-]：对己正面状态，大幅提升反击率，无限反击，持续1回合。	RoutinImage602	70023
21154	24	醉卧乾坤	醉棍第三式，豪迈饮尽杯中物，体内真气源源不绝，瞬息之间棍影翻飞，横扫周身。<br>范围：周遭一格内全体敌方<br>[5E0B08]卸劲[-]：对己正面状态，以内力抵御部分伤害，持续2回合。<br>[5E0B08]酣觞[-]：对己正面状态，回复内力，持续1回合。	RoutinImage602	70023
21155	24	醉蝶	醉棍第五式，周之梦为蝴蝶与？蝴蝶之梦为周与？徜徉酒乡，醉生梦死，醉棍之精要所在。<br>范围：自身<br>[5E0B08]左右互搏[-]：对己正面状态，高机率连续攻击两次，持续2回合。<br>[5E0B08]酣觞[-]：对己正面状态，回复内力，持续1回合。	RoutinImage602	70023
21156	20	飞流三千尺	飞瀑连环指第一式，身坠云雾，飞身疾点。<br>范围：三格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage203	70011
21157	20	银河落九天	飞瀑连环指第二式，真气透指而出，充塞天地之间。<br>范围：两格内溅射一格敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。	RoutinImage203	70011
21158	20	飞虹劲	飞瀑连环指第三式，指劲点向自身气海，使真气于体内迅速流转，身法大幅提升。<br>范围：自身<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。	RoutinImage203	70011
21159	24	风随白云飞	逍遥棍法第一式，状似简单一记挥棍横扫，实则可随时中途变招，格架兵器，棍击首脑，如风一般变化万千。<br>范围：二格大扇形内全体敌方<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。<br>[5E0B08]横练[-]：对己正面状态，提升防御力，持续3回合。	RoutinImage601	70022
21160	24	梦中云莱境	逍遥棍法第四式，潜运内力使周身蒸气不绝，云雾缭绕之中反手一棍，致敌内伤，运气自疗。<br>范围：二格内溅射一格敌方<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。<br>[5E0B08]聚气[-]：对己正面状态，每回合持续恢复气血，持续3回合。	RoutinImage601	70022
21161	19	月缺诀	拜月七诀第一式，月缺而亏，亏月需圆，出掌时故意露出大量破绽，实为请君入瓮，暗蓄真力。<br>范围：三格内单体敌方<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。	RoutinImage106	70006
21162	19	月涨诀	拜月七诀第二式，月盈而潮涨，将蓄于掌上的真力连续击出，掌势之强，有如三人共同击出。<br>范围：一格大扇形内全体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage106	70006
21163	19	月冥诀	拜月七诀第七式，月冥则夜晦，韬光蓄劲，谋定而后动。<br>范围：自身<br>[5E0B08]反伤[-]：对己正面状态，反弹大量伤害，持续2回合。<br>[5E0B08]横练[-]：对己正面状态，提升防御力，持续3回合。<br>[5E0B08]噬气[-]：对己正面状态，攻击时吸收部分伤害回复气血，持续3回合。	RoutinImage106	70006
21164	26	迅刀	唐门为了弥补小李飞刀应对多名对手时缓不济急的问题，而创出的改良技法，不多加瞄准，以发刀速度和数量取胜。<br>范围：四格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]神行[-]：对己正面状态，提升移动力、移动等级，持续3回合。	RoutinImage910	70034
21165	26	出刀	小李飞刀成名技法，原手法极难捉摸，唐门仅能凭自身想象尽力还原，在精准计算出对手方位后，朝对手要害射出致命一刀。<br>范围：五格内单体敌方<br>[5E0B08]例不虚发[-]：对己立即状态，当下攻击暴击率提升，无视防御，必定命中。	RoutinImage910	70034
21166	21	出奇不意	佛山无影脚第一式，虽是基础，亦可说是佛山无影脚之宗旨，出腿之前毫无征兆，待得对手反应过来，早已连续中招。<br>范围：一格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]追魂[-]：对己立即状态，当下攻击必定命中。	RoutinImage03	70032
21167	21	虎鹤双形	佛山无影脚第七式，腾跃而起，飞身连踢，使对手真气滞塞，内功难以运行。<br>范围：两格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage03	70032
21168	19	变拳	野球拳第一式，讲求灵动巧妙，一拳击出之际，可任意转为三种变招，对手万难预料。<br>范围：一格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。	RoutinImage102	70002
21169	19	石破天惊	野球拳第三式，三变招之一，运劲于指骨，使拳头有如盘石般坚硬，一击便可使对手粉身碎骨。<br>范围：一格内单体敌方<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。	RoutinImage102	70002
21170	19	铁拳无敌	野球拳第五式，石破天惊之变招，一拳击地，以猛烈气劲震伤周围对手。<br>范围：周围一格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]震击[-]：对敌立即状态，震退一格。<br>[5E0B08]大横练[-]：对己正面状态，大幅提升防御力，反弹所有伤害，持续1回合。	RoutinImage102	70002
21171	26	雷火灰烬	霹雳雷火弹第三式，掷出火药充填不全的次品，虽然杀伤力不足，但爆炸产生的巨响和闪光亦足以使对手闻风丧胆。<br>范围：三格内溅射一格敌方<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。	RoutinImage902	70026
21172	26	霹雳九天	霹雳雷火弹第九式，朝四周掷出大量霹雳雷火弹，轰炸之处，寸草不生，直有毁天灭地之能。<br>范围：周遭二格内全体敌方<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage902	70026
21173	20	猴三抓桃式	阿猴挽仙桃第一式，屈指成爪，攀树抓桃。<br>范围：扇形一格内全体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。	RoutinImage904	70047
21174	20	猴三扯桃式	阿猴挽仙桃第二式，桃入眼帘，摘而扯之。<br>范围：直线两格内全体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]震击[-]：对敌立即状态，震退一格。	RoutinImage904	70047
21175	20	猴三破桃式	阿猴挽仙桃第三式，仙桃在手，握而破之。<br>范围：二格内单体敌方<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。<br>[5E0B08]咸鱼味[-]：对己正面状态，每回合持续恢复少量气血，持续3回合。	RoutinImage904	70047
21176	24	无风起浪	唐家霸王枪第一式，简简单单一记挺枪直刺，风浪未起，枪下留情。<br>范围：直线二格内全体敌方<br>[5E0B08]震击[-]：对敌立即状态，震退一格。	RoutinImage914	70042
21177	24	回马枪	唐家霸王枪最后一式，倒拖长枪，暗露破绽，在对手大意的瞬间回身刺出，藉腰部之扭力使长枪的穿透力更上一层楼。<br>范围：二格内单体敌方<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续3回合。<br> [5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage914	70042
21178	24	枪定中原	唐家霸王枪第九式，执枪跃空，以流星飞坠之势向下突击。<br>范围：一格内溅射一格敌方<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。<br> [5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br> [5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage914	70042
21179	21	人鬼殊途	十二路镇魂腿第一式，前滚空翻，下落而击。<br>范围：二格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。	RoutinImage903	70043
21180	21	地魂无虚	十二路镇魂腿第二式，双手支地，倒踹敌身，脚踏百穴，身凌九霄。<br>范围：一格内单体敌方<br>[5E0B08]震击[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。	RoutinImage903	70043
21181	21	天魂渺渺	十二路镇魂腿第三式，回旋连踢，借力上跃，足跟聚力，凌空下击。<br>范围：一格内溅射一格敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]追魂[-]：对己立即状态，当下攻击必定命中。	RoutinImage903	70043
21182	19	扶摇直上	逍遥拳法第一式，抟扶摇而上者九万里，拳势迅猛，直冲天际。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage101	70001
21183	19	鹏飞千里	逍遥拳法第二式，鹏之背，不知其几千里也；怒而飞，其翼若垂天之云。蹬地腾空，飞扑而击。<br>范围：二格内单体敌方<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage101	70001
21184	19	阳春白雪	天山六阳掌第一式，古谓阳春白雪曲高而和寡，是以掌势轻柔缥缈，难以捉摸。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage103	70003
21185	19	阳关三迭	天山六阳掌第二式，劝君更进一杯酒，西出阳关无故人，三道气劲，一击灌入对手体内，窒其内息。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]散功[-]：对敌负面状态，每回合持续失去内力，持续3回合。	RoutinImage103	70003
21186	19	六阳融雪	天山六阳掌第六式，固本培元，练气吐纳之法，练至顶峰时，能以纯阳内力顷刻间化雪为水。<br>范围：自身<br>[5E0B08]反手[-]：对己正面状态，提升反击率，持续3回合。<br>[5E0B08]聚气[-]：对己正面状态，每回合持续恢复气血，持续3回合。<br>[5E0B08]归元[-]：对己正面状态，每回合持续恢复内力，持续3回合。	RoutinImage103	70003
21187	19	醉酒拨臂连环踢	醉拳第四式，八仙中张果老之化形，挥臂抛杯，脚踢连环。<br>范围：一格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]酣觞[-]：对己正面状态，回复内力，持续1回合。	RoutinImage104	70004
21188	19	醉酒提壶力千钧	醉拳第六式，八仙中吕洞宾之化形，双掌虚握，左右开弓。<br>范围：一格内单体敌方<br>[5E0B08]左右互搏[-]：对己正面状态，高机率连续攻击两次，持续2回合。<br>[5E0B08]酣觞[-]：对己正面状态，回复内力，持续1回合。	RoutinImage104	70004
21189	19	弹腰献酒醉当步	醉拳第五式，八仙中何仙姑之化形，弹腰倒踢，沙场醉卧。<br>范围：一格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。<br>[5E0B08]酣觞[-]：对己正面状态，回复内力，持续1回合。	RoutinImage104	70004
21190	19	断魂奇毒	摧魂腐心掌第一式，将毒劲运于掌心，如细针般打入对方筋脉。<br>范围：一格内单体敌方<br>[5E0B08]剧毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。	RoutinImage105	70005
21191	19	鬼哭神号	摧魂腐心拳第一式，将毒劲包覆手掌，如毒云般散入对方周身。<br>范围：一格内单体敌方<br>[5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage105	70005
21192	20	烛龙泣天	九阴龙爪功第一式，钟山之神，名曰烛阴，视为昼，暝为夜。毒素凝聚于指爪，向天而划。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br> [5E0B08]中毒[-]：对敌负面状态，降低攻击、防御、暴击、闪避，每回合损失气血、内力，持续5回合。	RoutinImage202	70010
21193	20	阴风啸岳	九阴龙爪功第四式，向天长啸，毒劲瞬间自体内外放而出。<br>范围：周围一格内全体敌方<br>[5E0B08]剧毒[-]：对敌负面状态，大幅降低攻击、防御、暴击、闪避，每回合损失大量气血、内力，持续5回合。<br> [5E0B08]恐惧[-]：对敌负面状态，降低攻击力，持续1至3回合。	RoutinImage202	70010
21194	20	九阴追魂破	九阴龙爪功第九式，五指发劲，无坚不破，摧脑穿心，追魂夺命。<br>范围：一格内单体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br> [5E0B08]追魂[-]：对己立即状态，当下攻击必定命中。	RoutinImage202	70010
21195	20	剑气纵横	姆指连捺，数十剑气自指尖激射而出，杀敌于无形。<br>范围：直线四格内全体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage401	70035
21196	20	剑气纵横	十指轮转，百道剑气自指尖激射而出，杀敌于无形。<br>范围：直线四格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]震击[-]：对敌立即状态，震退一格。<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。	RoutinImage401	70012
21197	20	六脉十杀	十指并拢，真气汇聚，形成一巨形剑气，一击便可使周遭灰飞烟灭。<br>范围：周遭二格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]震击[-]：对敌立即状态，震退一格。	RoutinImage401	70012
21198	22	月射寒江	逍遥剑法第一式，虽是平平无奇的挺剑直刺，其中却暗藏了逍遥谷独门运气法门，蓄力回气，彼虚我盈。<br>范围：一格内单体敌方<br>[5E0B08]月射寒江[-]：对己正面状态，恢复气血，持续1回合。	RoutinImage403	70014
21199	22	潇湘水云	逍遥剑法第四式，默运真气，连环疾刺，气劲透剑而出，对手即使避过剑锋，亦会受剑气所伤。<br>范围：直线三格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage403	70014
21200	22	烟雨迷蒙	春水碧于天，画船听雨眠，垆边人似月，皓腕凝霜雪……<br>范围：一格内单体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage402	70013
21201	22	天若有情	伤怀离抱。天若有情天亦老。此意如何。细似轻丝渺似波……<br>范围：直线三格内全体敌方<br>[5E0B08]左右互搏[-]：对己正面状态，高机率连续攻击两次，持续2回合。	RoutinImage402	70013
21202	22	情深义重	结发为夫妻，恩爱两不疑。欢愉在今夕，嬿婉及良时……<br>范围：一格内单体友方<br>[5E0B08]情意[-]：对友正面状态，每回合持续恢复大量气血，大幅提升攻击力、防御力，持续3回合。	RoutinImage402	70013
21203	22	青龙啸天	太王四神剑第一式，观想四圣之青龙，体内真气鼓荡，有若风雷交加，气劲透剑而出，制敌要害。<br>范围：一格内单体敌方<br>[5E0B08]识破[-]：对己正面状态，提升暴击率，持续3回合。	RoutinImage406	70017
21204	22	凤翼天翔	太王四神剑第三式，观想四圣之朱雀，体内真气迸发而出，以火凤燎原之势横扫周身。<br>范围：周遭一格内全体敌方<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage406	70017
21205	22	不动如山	太王四神剑第四式，观想四圣之玄武，剑取守势，凝聚真气，疗伤护脉，对手进犯，必自食恶果。<br>范围：自身<br>[5E0B08]净化[-]：对己立即状态，解除所有负面状态。<br>[5E0B08]反伤[-]：对己正面状态，反弹大量伤害，持续2回合。	RoutinImage406	70017
21206	23	族庖月更刀	庖丁解牛刀第一式，族庖月更刀，折也。视物若牛，专削大骨。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]识破[-]：对己正面状态，提升暴击率，持续3回合。	RoutinImage501	70018
21207	23	良庖岁更刀	庖丁解牛刀第二式，良庖岁更刀，割也。视物若牛，专削筋肉。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage501	70018
21208	23	游刃必有余	庖丁解牛刀第三式，以无厚入有闲，恢恢乎其游刃必有余地矣。不见全牛，批合导窍。<br>范围：一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]重伤[-]：对敌负面状态，每回合持续失去大量气血，持续1至3回合。	RoutinImage501	70018
21209	23	冥鲲斩	逍遥刀法第一式，北冥有鱼，其名曰鲲。鲲之大，不知其几千里也。连环横扫，震地一击。<br>范围：一格内单体敌方<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。	RoutinImage502	70019
21210	23	一游刃	逍遥刀法第三式，若夫乘天地之正，而御六气之辩，以游无穷者，彼且恶乎待哉！无待无累，逍遥一刀。<br>范围：直线二格内全体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage502	70019
21211	23	剥极而复	无极刀法第一式，剥极必复，否极泰来。大刀一挥，拨云见日。<br>范围：直线二格内全体敌方<br>[5E0B08]破甲[-]：对敌负面状态，降低防御力，持续1至3回合。	RoutinImage503	70020
21212	23	复无极也	无极刀法第二式，无极之外，复无极也。二刀挥出，开天辟地。<br>范围：直线二格内全体敌方<br>[5E0B08]左右互搏[-]：对己正面状态，高机率连续攻击两次，持续2回合。	RoutinImage503	70020
21213	23	最无极	无极刀法第三式，玄牝之门，炼气化神，五气朝元，炼神还虚。心神空明，再无杂念。<br>范围：直线二格内全体敌方<br>[5E0B08]最无极[-]：对敌负面状态，每回合持续失去大量气血对己正面状态，每回合持续提升攻击力，持续1至5回合。	RoutinImage503	70020
21214	23	雷霆陨落	霹雳刀法第一式，平地惊雷，当头力劈。<br>范围：一格内单体敌方<br>[5E0B08]震击[-]：对敌立即状态，震退一格。<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。	RoutinImage504	70021
21215	23	霹雳疾斩	霹雳刀法第三式，电光石火，连环快刀。<br>范围：二格内单体敌方<br>[5E0B08]饮血[-]：对己立即状态，当下攻击吸收大量气血、内力。<br>[5E0B08]狂暴[-]：对己正面状态，提升攻击力，持续3回合。	RoutinImage504	70021
21216	23	三千雷动	霹雳刀法第三式，柄击首脑，攻敌不备，连环三刀有如雷电交加，接踵而来。<br>范围：二格内溅射一格敌方<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。<br>[5E0B08]重伤[-]：对己正面状态，提升攻击力，持续3回合。	RoutinImage504	70021
21217	25	德洞天经	房玄龄碑碑文内容，道合神契，德洞天经。笔法猷劲秀逸，「天」字写过，即便是不解书法之人，观之也不免为其笔势所折服。<br>范围：直线二格内全体敌方<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage07	70031
21218	25	帝不言政	房玄龄碑碑文内容，高祖升遐，帝不言政。一个苍劲雄浑的「不」字书将下来，早已点遍对手各大要穴。<br>范围：直线二格内全体敌方<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。	RoutinImage07	70031
21219	26	清霜泪	生死符基本技法，水凝为冰，有如泪滴，飞掷而出，窒敌内息。<br>范围：四格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]内伤[-]：对敌负面状态，无法运转功体，持续1至2回合。	RoutinImage905	70037
21220	26	冰肌玉骨	生死符进阶技法，将阴寒内力附于冰上掷出，中者如堕冰窖，受寒劲所伤，行动受制。<br>范围：三格内单体敌方<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。<br>[5E0B08]定身[-]：对敌负面状态，无法移动，持续1回合。	RoutinImage905	70037
21221	21	龙腾江海	逍遥迷踪腿第一式，足若游龙戏水，四海潜伏。<br>范围：二格内单体敌方<br>[5E0B08]连踢[-]：对己正面状态，固定累积高机率连击。<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。	RoutinImage911	70038
21222	21	虎噬山林	逍遥迷踪腿第二式，腿似饿虎穿林，三山横行。<br>范围：直线二格内全体敌方<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]晕眩[-]：对敌负面状态，无法反击、无法闪避、无法暴击，持续1至3回合。	RoutinImage911	70038
21223	20	一点红	逍遥指第一式，纯阳内力稍凝指尖，瞬间认穴点出，威力虽不如一阳指，然而胜在出指不老，极易变招。<br>范围：二格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]无视[-]：对己立即状态，当下攻击无视防御。	RoutinImage908	70039
21224	20	八仙指路	逍遥指第八式，食指连续点出，指劲或虚或实，共六十四种变化，对手虚实难辨之下万难招架。<br>范围：二格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage908	70039
21225	25	桃之夭夭	桃花扇第一式，桃之夭夭，灼灼其华。扇上施以巧劲，专打足胫关节，虽然无甚威力，却能令对手不由自主向后而跌。<br>范围：二格内单体敌方<br>[5E0B08]震击[-]：对敌立即状态，震退一格。<br> [5E0B08]断筋[-]：对敌负面状态，降低移动力、行动等级，持续1至3回。	RoutinImage907	70041
21226	25	春风拂面	桃花扇第六式，小桃花发春风起，千里江山一梦回。挥扇鼓风，藉劲风将自身功力输与身旁佳人。<br>范围：直线二格内全体友方<br>[5E0B08]驱除[-]：对己立即状态，当次伤害吸收大量气血、内力。<br>[5E0B08]灼灼其华[-]：每回合持续恢复气血，提升攻击、防御力，持续3回合。	RoutinImage907	70041
21227	25	风云变色	狂风迅雷功第一式，山雨欲来，风起云涌。一反折扇温文儒雅的气质，以刚猛内力强化扇骨进行连环打击。<br>范围：一格内单体敌方<br>[5E0B08]闪避[-]：对己正面状态，提升闪避率，持续3回合。<br>[5E0B08]反手[-]：对己正面状态，提升反击率，持续3回合。	RoutinImage909	70044
21228	25	电掣风驰	狂风迅雷功第二式，折扇反手掷出，直往对手柔弱要害射去。折扇的轨迹和杀伤力都取决于掷出的手劲及内力运用精纯与否。<br>范围：直线三格内全体敌方<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage909	70044
21229	25	八方风雨	狂风迅雷功第八式，与电掣风驰手法相同，以风卷残云之势横扫周围对手。<br>范围：周遭二格内全体敌方<br>[5E0B08]流血[-]：对敌负面状态，每回合持续失去气血，持续1至3回合。<br>[5E0B08]捉影[-]：对敌立即状态，拉近至身旁一格内。<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。	RoutinImage909	70044
21230	25	寒松霜竹金错刀	墨笔三绝第一式，由七贤之书生所悟出，世传南唐李后主创金错刀笔法，作颤笔穋取之状，遒劲如寒松霜竹。<br>范围：周遭一格内单体敌方<br>[5E0B08]连击[-]：对己正面状态，固定累积机率连击。<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage913	70045
21231	25	梅花鸜鹆宣和笔	墨笔三绝第二式，由七贤之丹青所悟出，宋徽宗善绘花鸟，有诗赞曰：梅花鸜鹆宣和笔，十指春风成色丝；五百奇踪悬挂处，暗香疏羽共分披。<br>范围：一格大扇形内全体敌方<br>[5E0B08]目盲[-]：对敌负面状态，降低命中率，持续1至3回合。<br>[5E0B08]聚气[-]：对己正面状态，每回合持续恢复气血，持续3回合。	RoutinImage913	70045
21232	25	摩诘诗画见画诗	墨笔三绝第三式，自悟所得，味摩诘之诗，诗中有画；观摩诘之画，画中有诗。<br>范围：周遭一格内全体敌方<br>[5E0B08]霸体[-]：对己正面状态，免疫任何伤害，持续1回合。<br>[5E0B08]净化[-]：对己立即状态，解除所有负面状态。<br>[5E0B08]点穴[-]：对敌负面状态，无法行动，持续1回合。	RoutinImage913	70045
21233	23	八方藏刀式	胡家刀法第一式，刀舞八方，挥舞的方位亦都十分巧妙，无论对手从哪个方位进犯都能从容应对，出其不意，反客为主。<br>范围：周遭一格内全体敌方<br>[5E0B08]破绽[-]：对敌负面状态，提升被暴击率，持续3回合。	RoutinImage912	70046
